text,labels,language
Harry sei perdonato dai,3.6,Italian
tutto molto bello ma come fate a dire che thomas ha gli occhi marroni quando sono palesemente verdi?,1.0,Italian
Non succede ma se succede piango per sempre❤️ #tzvip,3.5,Italian
@user sisi è uno spasso,1.6666666666666667,Italian
@user Cosa c'entra,1.75,Italian
@user Sai che l’ho pensato anch’io,3.25,Italian
@user se mi dai uno schiaffo io ti chiedo scusa,2.6,Italian
Il favoloso mondo di Amélie è un film bellissimo e PUNTO http,1.4,Italian
@user sei bellissimo per favore,3.0,Italian
#tormentando è http,1.5,Italian
@user Domanda di riserva....altrimenti sono costretta a dire una m.... 😅,2.2,Italian
"@user Non lo so, sto troppo sclerata😂‼️🥵😐❤️😭",2.75,Italian
@user Basta avere pazienza ... buona domenica Micol 😘💐,2.75,Italian
@user Hanno ragione quelli che dicono che tutti i nostri centrali insieme non valgono mezzo Musacchio...,1.3333333333333333,Italian
a volte mi dimentico che harry styles ha ventisette anni e non quaranta😐👍,2.8,Italian
"@user Grande Cacciari,ci vuole uno come lui per fare tacere quella saputella di La 7",1.6,Italian
@user sempre.,1.0,Italian
sangiovanni deve ancora capire che twitter è il social giusto dove stare fategli abbandonare instagram per favore!!,1.0,Italian
"@user @user Anche secondo me hahah, figurati se non l’ha invitato",4.0,Italian
"@user No, non faccio il virologo! Anzi… questi mi stanno uccidendo, perché a causa loro, non si riesce più a lavorare!",1.25,Italian
@user Puzzi torna nella fogna,2.6,Italian
"il vigliacco continua, se ha le palle perché non viene qua sotto a dirlo?",2.0,Italian
@user grazie mille!🥰,3.0,Italian
Non ci sarà ripresa reale senza un taglio alle imbecilli conseguenze della burocrazia http,1.25,Italian
"non mi sento benissimo, penso che per stanotte chiudo, notte cuori",3.0,Italian
@user buon appetito,1.2,Italian
non ho bevuto il mio sciroppo di mais stamattina e sento gli elicotteri dei caschi blu dietro il mio giardino,1.8,Italian
@user io già lo sono di quei nove coglioni,2.8,Italian
"Intanto, la natura, fa il suo corso. La storia, pure. http",1.0,Italian
"@user Andiamo ama, appena leva quei due pezzetti so cazzi per tutti😬🔥",3.2,Italian
@user 🌸👌🏻,1.0,Italian
@user @user mio sogno &lt;3 però un po' distante dalla city...,3.6,Italian
Più o meno quello che è successo il 10 Giugno a scuola solo che non abbiamo cucinato 😂😂 http,1.3333333333333333,Italian
@user @user @user La mia memoria è più arruginita delle mie ginocchia 😏😆,1.0,Italian
La scarsità dell'acqua costa alle aziende 251 miliardi di dollari http,1.0,Italian
@user Tri atleta kkkkk,1.3333333333333333,Italian
@user sono d'accordo,2.4,Italian
@GiovanniToti 50% dei contagi la situazione con questa gestione è da zona nera,1.0,Italian
@user @user rip,2.0,Italian
@user Brigado primo kkkkkkkk,1.75,Italian
5 luglio 2021 stiamo commentando un programma utilizzando l’hashtag #Carramba,1.2,Italian
“Uno è padrone di ciò che tace e schiavo di ciò di cui parla.” Sigmund Freud http,1.0,Italian
7 nomi maschili e 4 femminili. Ma come facevano a non confondersi quando si chiamavano tra di loro? 🤭 #ulisse,1.0,Italian
Roventini è un Bagnai che non ce l'ha fatta.,1.6,Italian
@user @user Sono molto tenatata di metterlo comunque grazie 🤍,2.4,Italian
@user cosa facciamo?,2.6,Italian
ma come fate a preferire la penna nera spiegatemi,1.2,Italian
@AndreaRomano9 Ma cosa scrivi? 🤣🤣🤣🤣🤣🤣,1.0,Italian
@user Sarei curiosa di sapere chi è il Direttore dei Lavori..,1.6,Italian
@user @user Ha rinunciato al soglio pontificio? Come mai? 😉,1.6,Italian
@bbb @user Fato,1.25,Italian
Pompei non finirà mai di stupirci. http,1.25,Italian
Sto leggendo questo libro di Borghi. #Photosatira http,1.0,Italian
@user seguii,1.0,Italian
"@user Eh, caro Pigi, ci sono momenti storici in cui è inevitabile la violenza.",2.0,Italian
La mappa dei contagi Covid in Sicilia il 13 maggio http http,1.0,Italian
Ho appena aggiunto Movieblog alla mia raccolta! #tvtime http http,1.4,Italian
@user sto merda,3.5,Italian
@LegaSalvini famosi non sempre va d accordo con intelligenti,1.0,Italian
"dovrebbero abolire le 8 del mattino, tipo che passiamo dalle 7:59 alle 9",1.8,Italian
@user @user Castagnetti è sempre stato un signore. Ad averne...,1.4,Italian
Mi merito un po’ di pace,1.0,Italian
@user No non renderebbe l'idea. Ma non distrarti dall'obiettivo... a quando la presa di potere?!?!??,2.4,Italian
Neslihan che in realtà poi si è scatta la foto da mettere nel suo feed ig 💀 #halaaşığım,2.0,Italian
voglio giocare un altro mio asso..♥️,3.8,Italian
"@user Scherzi a parte, massimo rispetto per le FF.OO. La #pandemenza genera anche mostri 🥶",1.6,Italian
"Ragazzi va bene andare contro la d'Urso, ma dai l'avvocato ha palesemente mal interpretato la domanda. #pomeriggiocinque",1.0,Italian
amore della mia vita,4.6,Italian
@user Parlano come se non si debbano mai più presentare di fronte agli elettori questa cosa è inquietante,1.0,Italian
@user seguilo e poi smetti di seguirlo 🥸,1.0,Italian
que sono,1.0,Italian
A volte qualche ricordo mi torna in mente e mi manca il fiato,3.4,Italian
Dicono che ho delle belle gambe! Voi che ne dite? #crossdresserslut #ladyangy #sissytrans http,3.5,Italian
@user (2),1.0,Italian
@user sei a,1.6666666666666667,Italian
finisco per ferire tutti mi odio,4.2,Italian
"@user Esatto,nettamente il migliore politico attuale",1.4,Italian
@user Qui vestiva bene e la mattina non leggeva Zazzaroni,2.2,Italian
*iocane non c'è un attimo di pace,2.4,Italian
@user Ufficiale? 💀,1.6,Italian
@user tutta mia,4.0,Italian
@user si sta rivelando un clown linda,2.0,Italian
"A volte se,... . Da lì in poi non vado oltre nemmeno a leggerlo.",1.0,Italian
rip dmx,3.5,Italian
tra due mesi esatti vedrò dal vivo l'uomo nel mio header ovvero l'amore della mia vita semplicemente il cantante romagnolo del mio cuore,3.8,Italian
Prendeva tutto sul serio ma aveva un’autoironia a volte impenetrabile. http,1.4,Italian
"non io che muto tutti gli account tossici che stanno invadendo pure questo hashtag, mannaggia a voi #tzvip",1.2,Italian
Ida che si sbellica dalle risate ma cosa sto guardando aiuto #UominieDonne,1.8,Italian
@user anche io dai🤍,2.6,Italian
"""Nulla spiazza più di un sorriso."" Mario http",1.4,Italian
"Zayn alla radio, negozi di RC avete la mia stima.",1.5,Italian
@user Non recita proprio così ma… mi piace 😂🙏🏻,1.5,Italian
Kaz io ti amo. Ti amo più della mia vita,4.75,Italian
@riotta Grazie,1.0,Italian
A parte che è una enorme cagata Ma se poi te ne esci con un decreto con #coprifuoco per tutta l'estate.. http,1.4,Italian
Vedi quale sfida ho completato su Ablo 🙌 http,1.25,Italian
@user Grazie Valeria anche a te e tutte un felice Anno nuovo 🥂🍾🥂🍾🥳🥳🥳💃💃💃💃 http,2.6,Italian
ufficialmente innamoratissima di megumi,2.6,Italian
"@user forza, andrà bene! :)",2.0,Italian
@user Senza,1.3333333333333333,Italian
giugno 2021 e i barando ancora vivono io questo lo chiamo essere mean to be,1.75,Italian
"Il video delle violenze dei carabinieri contro un gruppo di giovani neri, a Milano http",1.0,Italian
@user chi 🥰,2.0,Italian
"@user amelie, piacere",1.6,Italian
@SkySport Un altro show del fuori di testa. #bastadani,1.75,Italian
@user @user anche perché improvvisamente su tik tok escono tremila drama,1.4,Italian
@user Ora piango sul serio 🥺,2.0,Italian
"@user @user Lei non ha considerato che Tony è ""in transition"" fra Bologna e Borgo Panigale 😉",2.0,Italian
@Paolo_Bargiggia @SkySport @sscnapoli Tra i vari pseudo giornalisti napoletani mi Sembra il meno peggio,1.4,Italian
@user io davvero …..,2.333333333333333,Italian
@user Quando si tirano in ballo creature innocenti che non possono difendersi siamo veri geni del crimine... http,1.8,Italian
@user ci credi che ho avuto difficoltà a riconoscere chi fosse harry dei due,2.25,Italian
@user NON LO SOOOOOOOOO probabilmente o car radio dei tøp,1.6666666666666667,Italian
@user kto?,1.3333333333333333,Italian
@user no di luigi,1.0,Italian
"Dal 6 gennaio riparte la maratona di Harry Potter, meglio tardi che mai!! 💓",1.2,Italian
@user @EnricoLetta Minchia quanto sei ricco?,1.4,Italian
"@user @user Già, c'è stato un riflesso immediato",1.0,Italian
non sapevo che oggi fosse il dt dei finalisti !!https://t.co/CMyXlyzer3,1.4,Italian
@user @fattoquotidiano Se vole i confermare che IV fa schifissimo ci 6 riuscita.,1.0,Italian
@juventusfc Se non lo cacciate domani mattina cambiate sport per favore,1.4,Italian
Sto ancora pensando al gelato che Lila ha fatto sciogliere #Lamicageniale,1.4,Italian
@user l’ho iniziato ieri,1.0,Italian
@user Lama è la play allora,1.0,Italian
"@user @serracchiani @pdnetwork Troppi. Il PD è inquinato all'inverosimile, ma letta se ne sarà accorto? http",1.0,Italian
la tazza con il vino e il ghiaccio,1.75,Italian
@user Alcune si,1.6,Italian
sempre i casini succedono,1.8,Italian
@user E quindi ?,1.0,Italian
Mi sento così male che manco riesco a dormire ma ho sonno comunque rxtfycib,3.2,Italian
@user @user Fai vedere anche i comunisti Russi?,1.0,Italian
Un buongiorno migliore io non l'ho trovato ! Manifestazioni in Francia nel 2020/2021 Solo letame per voi http,1.2,Italian
@user @YouTube A pensarci bene..il messaggio è piuttosto chiaro....,2.6,Italian
@user @user @user @user madonna davvero,1.25,Italian
Il video di Chri 💙 #amici21,2.0,Italian
Roma è più vicina a Kiev che a Lisbona.,1.0,Italian
@user Ma poi è anche bono.,2.6,Italian
10 euro spesi in medaglie di Final Fantasy XV su steam: check ✔️,1.0,Italian
@user Perché non risponde ai commenti?,1.4,Italian
@user @user @user @user Omedetto,1.75,Italian
non so voi ma io non sto seguendo la diretta da Natale #gfvip,1.75,Italian
@juventusfc @Cuadrado @play_eFootball Allegri ha più culo che anima ahahahahhaha. Fiorentina merda ve sta bene,2.4,Italian
Ho perso la voglia di fare letteralmente tutto,2.8,Italian
@user io bellissima e non avevo dubbi 🥺🥺🥺😭😭,2.6,Italian
Pronti a chiudere i confini a chi non ci vota #Eurovision,1.25,Italian
@user @RafaeLeao7 @user Esatto,1.0,Italian
@user @user In fondo a destra,1.0,Italian
Vorrei capire il motivo di tutti questi #tamponi … non capisco! #nogreenpass #nogreenpassobbligatorio,1.2,Italian
@user @user @user Ha bloccato pure me il coglione 😆,2.5,Italian
@user 👫,1.6666666666666667,Italian
".. oggi voglio scrivere di altre cose, ma le cose non vogliono. Kafka a Milena",1.0,Italian
@user Fatti una bella bevuta o un buon allenamento,2.0,Italian
@user @user E da quando queste due sarebbero intelligenti?!?,1.8,Italian
@GiorgiaMeloni 11 Tattiche Oscure della Manipolazione dell’Opinione Pubblica http,1.0,Italian
@user lol ci sono io in sto video,2.333333333333333,Italian
Ma il salto temporale fatto a cazzo aiuto,1.6,Italian
@user Hi?,2.0,Italian
volendo farmi saltare il profilo,2.75,Italian
Hi?,2.5,Italian
@FabriFibra Fantastico! #Propaganda,1.6,Italian
"se ne avete la possibilità andateci, non ve ne pentirete 🤍 http",2.0,Italian
"@user Ma l'alga wakame? Mi piace tantissimo, però non riesco a mangiarne troppa.",2.0,Italian
Peccato non abbia limonato il palo,2.8,Italian
"@GiorgiaMeloni Siamo veramente alle comiche, chi è capace può fare quello che vuole in questo paese. Finirà malissimo.",1.6,Italian
Regola 1) ti dicono che non puoi? Bene allora fallo.,1.6,Italian
"@user che bello amoree, sono stra felice per te",3.8,Italian
@user allora la hodka che dividiamo io e te,2.0,Italian
"@user @user No, non lo sa. È evidente.",2.0,Italian
@user Esatto era così,1.2,Italian
@user @user Masa?,2.25,Italian
"@user Ma soprattutto.....non era stato pensato appositamente per i ""fragili"" stammerda di farmaco?🤔🤨",1.2,Italian
ma io per la 18 app l’anno scorso ci ho messo poco a farla che è tutto sto casino quest’anno 💀,1.6,Italian
Possiamo smettere di fare drama e soffermarci su questo ? http,2.2,Italian
@user Io sì e fatti vedere più nuda,4.25,Italian
@user Cornetto??,1.2,Italian
@user che succede,1.0,Italian
"dimmi che non sai perdere, senza dimmi che non sai perdere inizia Pedri http",1.0,Italian
Forze ucraine aprono il fuoco contro un blindato russo a Mariupol http,1.0,Italian
@user I dunno,1.75,Italian
@user soreee,2.25,Italian
non ho dormito un cazzo madonna santa che rincoglionita che sono,3.0,Italian
e quando di botto hanno cambiato regia e li abbiamo trovati così? ⚰️⚰️⚰️ #barussie http,1.5,Italian
@user Non siamo stupidi ma siamo ricchi 🤑 ahahahahha,1.6,Italian
@user Grazie Deanna è stato un percorso in comune!,2.4,Italian
Ho sonno,2.25,Italian
ho iniziato flightless bird,2.75,Italian
"#HO CAZZO Calenda: ""Biden è pericoloso, passa da una gaffe all'altra"" - http http",1.6,Italian
Raccontatemi qualcosa,1.5,Italian
"@user Lo dico da una vita, ma sono incompreso! Questo fa i soldi con molti disagiati juventini.",1.4,Italian
@user noooo non odiarmi 🧡🧡🧡,3.4,Italian
Sem sono,2.5,Italian
@user @user @user La squadra si,1.0,Italian
Non tocco brew spesso ma quando lo faccio rompo SEMPRE php+oci,2.333333333333333,Italian
mi serve un minuto per riprendermi,3.0,Italian
@user Su Besciamella si sarebbe buttata dal gg 1 invece Baru' lo deve conoscere.... Ma dai... Non ce n'è...#gfvip,3.0,Italian
"@user Citando la classe di Grace Kelli, e parlando di dignità, di rispetto etcccccccc e andiamo avanti così.🤏🤏🤏🤏🤏",1.6,Italian
@user @user Almeno le da buone?🤣,2.6,Italian
Dolores sta tagliando quell’insalata come se fosse la testa di Varù #jeru,2.8,Italian
@user @user @Schwarzenegger Sto pensando 🤔🤔🤔 Si sarebbe stupendo Perché lo puoi criticare e lui non ti può bloccare 😂,1.2,Italian
@user Dico portacassette perché ne ho uno con quel manico fatto proprio così,2.4,Italian
@user ma io cosa,2.0,Italian
@user Superman della minchia a cazzari,2.2,Italian
@matteosalvinimi @MLP_officiel E che rinnovamento! Ahah siete divertenti,1.2,Italian
@user @user @user Perché invece di usare i meme (non so se sia un meme) non prova ad argomentare?,2.25,Italian
"""Io ho fatto di tutto per uscire la settimana scorsa"" L'ha detto. L'ha detto #jerù",2.8,Italian
@user si è stronzo coglione mi sta sul cazzo,2.0,Italian
@user @user Quante volte mi sono segato con la fantasia da adolescente ❤️,5.0,Italian
@user meglio,1.0,Italian
"@user Vorrebbe essere accanto a lui, mettere mi piace a quel post e commentarlo 😥",3.2,Italian
@user In questa guerra nn voglio non nessuno perdono tutti,1.4,Italian
emma questo è x te stronza,3.4,Italian
"@user @FratellidItalia @GiorgiaMeloni Appunto. Bisogna stare all'erta. Questa, è paziente.",1.0,Italian
@user @user L'ha attaccata alla sedia tipo volo Boing Rina01 in partenza,1.0,Italian
"@user Quando il cane si piazza accanto a me, mentre mangio, non resisto. Gli do sempre più di qualcosa...",3.4,Italian
@user Mi piacerebbe conoscerti e vedere se è vero,2.8,Italian
@user Sono nel pacchetto ❤️ paghi 2 prendi 3,1.4,Italian
@user @user 👌🏻,1.75,Italian
Questa settimana sarà una merda ma per fortuna andrò in fumetteria e venerdì esce heartsopper quindi mi consolo,3.2,Italian
Berardi lo odio da sempre,1.25,Italian
@user @user Ricevuto commento analogo... 😬,1.4,Italian
@user GIO,1.0,Italian
volevo solo dire che ho letto la descrizione del post di calma e penso sia davvero una bella persona,3.25,Italian
voglio abbandonare tutto,2.8,Italian
#RT @user Come capire se il cane ha la febbre e come misurare la febbre al cane - http,1.0,Italian
@user @user @user rimango ferita,3.0,Italian
@user È peggio dello sgabuzzino,2.0,Italian
@user dovrà accettare la realtà,2.0,Italian
"@user Speriamo, ma parrebbe di no",1.0,Italian
@user Veramente.. Sono senza parole,2.25,Italian
@beppesevergnini Non so se è più finto il suo parrucchino o quel cartonato dietro di lei!!!! http,1.5,Italian
@user iStore,1.75,Italian
boh cosa dovrei dire esattamente http,1.4,Italian
sem sono http,2.25,Italian
@user sei in ritardo,2.5,Italian
@user Bhe...io sul lavoro sono gentile anche con le altre donne 🤷‍♀️,3.0,Italian
Jai ho,1.6666666666666667,Italian
Al ratito,1.0,Italian
"@user mandate qualcuno a casa di 'sta gente, che gli sfondi la porta e inizi a distruggergli casa, poi chiedetegli cosa vuole",2.2,Italian
@user No una... e gli è bastata....😅,1.6,Italian
"@user Buon pomeriggio carissima Gabriella, ti ringrazio e buon fine settimana:-)))",2.6,Italian
@user sto cazzo,2.6,Italian
@user @user Ma valgono solo per il vate queste giustificazioni?,1.0,Italian
@user @BTS_twt Ma scusami possiamo parlare di te?,3.5,Italian
"@user Beh, c'è un motivo se non la sentivi da 5 anni",3.0,Italian
@user No ora vai e te le fai prima che ti vengo a prendere per le oreccchie,2.6,Italian
ho messo l'eyeliner dopo tipo mille millenni e mi sento un'altra persona completamente,2.8,Italian
Pensieri: Trombe d'aria in Italia : ecco che cosa le innesca http,1.2,Italian
@user ci provo te lo prometto,2.5,Italian
@user @user solo gli americani sanno improvvisare 😂😂,1.2,Italian
Comunque io proporrei una petizione per far scaricare Twitter al Basci! Noi ce lo meritiamo che commenta qui con noi!! #basciagoni,2.0,Italian
"@user @user Cazzo , loro che parlano di furti 😂",1.6,Italian
@user comunque tu astutamente non hai rischiato e hai fatto bene,3.2,Italian
"Ucraina, Donato: `Sanzioni pericolose, nessuno vuole guerra con Russia` #guerra #Russia #Ucraina http",1.0,Italian
yas hai il potete di far impazzire le mie notifiche,2.0,Italian
X uno che capisce tutto come lui nn fa notizia meno male che Scanzi c'è 😜🤣🤣 http,2.0,Italian
@user Mavaialavorare.,1.75,Italian
Alberto lo adoro ma la sua vittoria è scontatissima #Amici18,2.0,Italian
@user @user proprio come Anna. Io l'ho detto che i copioni li scrivono davvero male.,1.25,Italian
"@user Tutti cercano nomi ultra moderni, a me piace molto un nome antico: Sara.",2.6,Italian
@user Dope!,1.5,Italian
@user acquario,1.75,Italian
Alla faccia della casa #QuestaECasaMia,2.0,Italian
ed eccoci con un’alta canzone che non potrò mai più ascoltare allo stesso modo @user http,2.4,Italian
E anche Patrizio Giordano ce lo siamo tolto dai coglioni #upas,1.6,Italian
@user Il movimento cinque stelle,1.0,Italian
@sonalgoelias Jai Mata di 🙏,2.0,Italian
"@myrtamerlino Se Dio vuole, in Ucraina tornerà la neutralità, ma la cosa migliore sarebbe che i Russi venissero a prendere te.",2.4,Italian
@user Buongiorno Dj ☕️🍩🎶🍀,2.2,Italian
@user Finalmente qualcuno apprezza questa canzone e il bridge &gt;&gt;&gt;&gt;&gt;,1.8,Italian
@user vamo,1.3333333333333333,Italian
@user La pagina tragica e dolorosa è quella che ti lega alla politica italiana.,1.6,Italian
@user Diosa!,1.0,Italian
Scopro ora che Thiem è un appassionato di apine e sostenibilità bravo Dominic ti stimo,1.6,Italian
"@user Nanti aku begitu di wa, di twt, di kkt, di ig, di sms",1.3333333333333333,Italian
@user 12 de di,1.3333333333333333,Italian
@user giusto,1.2,Italian
@user Grappa di Brunello e ciao,1.0,Italian
@user voce,1.5,Italian
@user vero soprattutto per quello,2.0,Italian
@user Dannolo e Tontolo,2.4,Italian
@user @user La vedo bene con fulvietto e fuffaro nella sagra dei #cazzari #noinonsiamocomeloro,3.0,Italian
@user Da far venire il crepacuore,2.0,Italian
@user cosa???,1.0,Italian
Ah se andate a urlare ricordate pure a J e B che parlarsi serve. Tanto me la immagino la giornata di silenzi e occhiate oggi #jeru,2.2,Italian
@user Toretto cos'è sullo sgabello?!!! Pagliaccissimo dai.,1.8,Italian
Ritrovare il sorriso è la più bella forma di coraggio,1.2,Italian
@user ormai ci ho rinunciato al recovery è sempre così ci provo due settimane e poi ci mollo,3.0,Italian
Parole ufficiali e comportamenti reali un po' differenti #USA #Ucraina http,1.4,Italian
ª chuparla,3.0,Italian
"Non è così, ma è così.💛 http",1.6,Italian
@user @user @user @user @user Ah....sai che posso averli anche io...e non i dati....,1.4,Italian
@user Ecco perché non mi hai risposto quando ti ho chiesto quali fossero i tuoi buoni propositi per l’anno nuovo,2.75,Italian
"@TgLa7 Oh bene, adesso si che le cose andranno per il verso giusto!",1.75,Italian
@user @user @user Avendo appena asportato un cancro magari non ci arrivo neanche 🤣 ma che devo rivedere?,3.25,Italian
@user Buongiorno😁😁,1.8,Italian
@user @user Adesso provano a vendere Dybala,1.0,Italian
@user Mamma mia sta diventando un cartonato ..... e si inizia dalle labbra .... e si vede,3.6,Italian
Da quando mi sono svegliata ho in mente solo Blu Celeste.,1.75,Italian
fandom dei polli alex e gigi contro? cazzo succede io non posso dividermi sono solo una,1.4,Italian
@user non mi dire,1.6,Italian
@user @user dono,1.5,Italian
"@user buongiorno chri, come stai?💛",3.4,Italian
fim da era fine line 😓😓😓,1.0,Italian
Prima la pandemia e ora la guerra: l'unica certezza sembra essere l'incertezza http,1.2,Italian
"Mia mamma continua a ingozzarmi di frutta perché ""fa bene"", mi sento male a dirle che sono pienaaaaaaaaaaaaa",3.8,Italian
mi darei un palo in testa come quello che mi darà lei,3.0,Italian
Attività Didattiche - Educazione Ambientale | Cooperativa Majella http,1.0,Italian
@user non immaginiamo grazie,1.2,Italian
@user @user lo ha detto anche vitiello cerca cifre molto alte,1.2,Italian
no ma questo zuko redemption arc bellissimo amore mio grande ha sempre avuto un cuore grande e buono aveva solo un po' di daddy issues,2.333333333333333,Italian
@user @fattoquotidiano Ma c’era il ventilatore neonatale nella sala parto dove sei venuto al mondo? No eh?,2.6,Italian
comunque palesemente quello che mi dà più fastidio e detesto il suo modo di non dirgli mai un cazzo sembra innamorato più di lui,2.8,Italian
@user 😅😂 ( adesso rido ma oggi 😖),2.8,Italian
@user Lui lo si prende a luglio a titolo definitivo,1.25,Italian
@user Fa anche un altro thread su chi è fascista e abbiamo il 90% della popolazione mondiale 😅,1.25,Italian
bro immagina avere playboicarti nella top ten dei cantanti più ascoltati,2.8,Italian
@user @user In primis abbandonati dal primo cittadino! Dunque?,1.2,Italian
"@user ma assolutamente no, io salvo lulù, oggettivamente se lo merita di più",1.6,Italian
@user @user @user Sì,1.0,Italian
@user ْ,1.0,Italian
@user ^_^ :O,1.75,Italian
"@user *Abbiano. È divertente vedere come ti professi una vera e perfetta italiana, ma non conosci il congiuntivo",1.2,Italian
@user @user @user @user @junqueras Una cosa no treu l'altra,2.0,Italian
@user deve finire era di fesachioto e iniziare era di dragone. propongo riso cantonese nuvole di drago coca cola.,1.6666666666666667,Italian
"Ma com'è buono il mio ""finto risottino"" con speck e radicchio🤣✌️✌️✌️✌️💕 http",1.6,Italian
@user Infatti saremo a rischio anche noi,2.0,Italian
@user quanto?,1.5,Italian
@user Lui è un’emozione per sempre ❤️…#CanYaman,3.0,Italian
"Mykonos con volo dall'Italia, volo + 7 notti a partire da €662 http",1.0,Italian
La polizia marocchina aggredisce diversi attivisti Saharawi nella città occupata di Boujador. #Wesatimes http,1.4,Italian
@user Sempre più di un piccione con una fava..Sempre più di due piccioni con una fava. L’ideale sono 1000 piccioni con una fava.,1.75,Italian
"@user Si infatti,è più da 352,ma secondo me neanche arriva,tira una brutta aria per gennaio non c'è 1euro.",1.4,Italian
@user Sono bellissimi!,2.2,Italian
@user @user c'è qualquadra che non cosa,1.0,Italian
@SkySportsF1 Posso capire che problema avete col fatto che #Ricciardo sia davanti a #Norris? 😒 #f1 #GPMiami #MiamiGP,1.0,Italian
@user a quanti metri da me?,2.4,Italian
@user che hanno fatto mo,1.6,Italian
@user uhhhh siii! lasciami anche il nick che ti seguo dal mio trade &lt;3,3.8,Italian
Senti pubblicità delle piadelle toast della Mulino Bianco PROPRIO IL NOME MATTIA DOVEVI SCEGLIERE SONO SALTATA IN ARIA BO,3.5,Italian
@user NON SAI IO per ora abbiamo solo primi piani orribili,2.4,Italian
"@user Questi bulli dovrebbero essere ""iniziati"" alla mafia nigeriana,così sperimento il vero bullismo.",1.75,Italian
"Mi rende proprio tanto felice come fanno in pochi, lo amo con tutto il mio cuore",3.5,Italian
"@user Siiiiii, soprattutto perché è il genere che piace a noi Fedee",2.4,Italian
@user @user in che senso?,1.0,Italian
"Le pagelle del Bologna - Arnautovic è devastante, Theate non lascia passare nessuno http",1.0,Italian
@user @user Presto anche iooo,1.6,Italian
"@user Ipocrisia di pedosatanisti...disney sta tremando, lo sò non devo giudicare...",2.75,Italian
@user Amo vocee 💕,3.0,Italian
"@user Faccio cose che non mi piace fare. Lavo vetri e pavimenti. Poi, stanca morta, non penso più.",3.2,Italian
@user questa descrizione 💀,1.4,Italian
"Esche avvelenate, individuato il responsabile: scatta la denuncia - Giornale di brescia http",1.0,Italian
Stiamo vivendo un periodo storico che in futuro durante le interrogazioni verrà ricordato con “cazzo speriamo che non me lo chieda”,2.0,Italian
"@user Come sarebbe ""nessun atto di genocidio""? Ho capito male?",1.2,Italian
@user Ha fatto bene? Ha fatto male? Ha fatto.,2.4,Italian
@user il 16 marzo,1.25,Italian
📽️“Nico #ècosì” guarda l'evento di presentazione della campagna su #Inclusione e #Emofilia. http,1.2,Italian
raga ma che cazzo #Oscars,1.2,Italian
@nilmoretto @user Hinato,1.5,Italian
La soglia della decenza http,1.2,Italian
"@user @user @user @user @user Perchè? Ha delle obiezioni logiche o è dogma di fede, il suo?",1.6,Italian
"@user @user Sono solo parole, tu guarda i numeri.",1.2,Italian
quanti di voi sarete allo stadio domenica? quanto sfiga ci sara?,2.6,Italian
primo giorno senza giubbotto😋,1.6,Italian
L’unica cosa saggia finora detta da Alfonso #provvedimentodisciplinare #gfvip,2.0,Italian
@user anche io &lt;3,2.8,Italian
@user ANO,2.75,Italian
@user @user chiedi troppo,1.2,Italian
@user che cool!,2.4,Italian
@user Direi proprio di NESSUNO. Conoscenti ma non migliore amica/o,2.0,Italian
@CottarelliCPI Che prezzo lo paghiamo?,1.0,Italian
"Vent’anni di Mafia, il videogame: tutto quello che ci ha insegnato sulla (mala)vita http via #agendadigitale_eu",1.0,Italian
a tanto così 👌🏼 dal comprarmi dei pattini a rotelle,3.4,Italian
Quest'anno la parata è stata stupenda Buona #FestadellaRepubblica 🇮🇹,1.2,Italian
"@user Guarda, io così ho conosciuto mio marito 🥰",2.5,Italian
Ed infatti dopo due settimane e mezzo ieri prima di andare a dormire è entrato a vedere,2.25,Italian
Inzaghi lo sai che i cambi si possono fare anche al 60’,1.2,Italian
non smetterò mai di parlarne MAI #MetGala http,2.2,Italian
@user Sei mermo,2.0,Italian
@user Si. Trasmette sensazioni,3.0,Italian
"inventarsi di avere il covid per due like in più,quanto cazzo mi fai pena",2.6,Italian
È invecchiata bene questa notizia fake http,1.0,Italian
Ma è stupenda ✨ #prelemi http,2.0,Italian
@user @user Osservazioni mirate,1.2,Italian
@user Giovani e belli...😉,2.4,Italian
@user Quando organizziamo ronde private in mare per contrastare le ONG?,1.0,Italian
Sto odiando questa giornata di soli repost🙄 #prelemi,1.0,Italian
@user ma ti pare coglione,3.0,Italian
@user /perché fa così rifete,2.25,Italian
@user Non dirmi così che lo devo ancora vedere,1.8,Italian
Comunque Barù il treno dovevi salirci sopra no prenderlo in faccia #jerù http,2.0,Italian
non perdonerò mai la wwe per aver cambiato la theme song di edge http,1.75,Italian
@user come te🙄,1.8,Italian
Roberto Quaglia dixit: Il Mito dell'11 Settembre compie 18 anni http 93,1.6,Italian
@user Ci,1.0,Italian
@user Dove lo stai vedendo?❤,3.0,Italian
meglio amare o essere amati?,2.75,Italian
"@user hanno meno di un tempo per fare 4 goal, siamo sulla buona strada",1.0,Italian
il neo in fronte di giucas casella una volta finito il gf è planato dritto in fronte a vaporidis,2.8,Italian
Ci sono #dueIngredienti che rendono la vita più interessante: le emozioni e un pizzico di pazzia http,1.75,Italian
@user @user Mmmmmm che pisellone grande,4.4,Italian
no ve lo giuro sono incazzata nera dovete sempre rovinare tutto,4.0,Italian
@user leggoo!,1.0,Italian
"tu sarai amato il giorno che potrai mostrare la tua debolezza, senza che l’altro se ne serva per affermare la sua forza",2.25,Italian
